location_code,branch_code_num,is_public,branch_name,branch_street,branch_city_state
3da,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3dar,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3darc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3dard,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3darf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3darn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3daro,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3dars,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3ea,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3eama,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3ear,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3ga,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gaa,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gaar,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3galh,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3galr,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gama,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gaod,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gaoo,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gar,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gara,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gard,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3garo,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3garr,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3gasc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3ha,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3la,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
3ra,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4ca,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4camh,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4cdd,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4da,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4va,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
4vaoo,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5acq,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5cat,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5cld,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5com,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5dir,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5fa,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5fis,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5hum,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5lib,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5mkt,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5pro,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
5sup,1,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9alex,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9ascp,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9bexl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9brad,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9cinc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9cler,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9clrk,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9coml,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9dayt,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9delo,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9delw,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9fair,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9geap,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9gran,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9grpl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9lane,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9lond,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9loui,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9lsvp,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9mary,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9mass,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9ment,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9midp,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9mrpl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9msln,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9patk,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9pick,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9pict,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9plai,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9rodm,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9salm,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9slic,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9smfp,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9sout,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9star,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9troy,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9uppe,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9wagn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9wcpl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9wort,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
9wppl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ak2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
an3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
as2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
at3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
au3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
be4tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
bf1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
bg1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
bw3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ca2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cb3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cc2mh,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cc2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cc2tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cd3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ce3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cf2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ci3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cl3tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
co4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
co4tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cp4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cr0zz,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
cs2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ct3tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
da3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
dc,51,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
de1bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
de4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
dm2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ed3tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
fc2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
fi1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
fr2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
fr4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
gc1pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
he1bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
hi2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ho4tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
jc2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
je2tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
jo2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ke2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ke2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ke2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
la2tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
le2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
lo1bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
lo2tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ma2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ma4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mc1mh,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
me1bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mo3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ms4sg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mt4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mu2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mu3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mu4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mv4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
nd2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ne2mh,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
no1tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
nw1bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ob2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
oc4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
od4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
oh5dp,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
on1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
op4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
os4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ot4bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ou4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ow1tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ow4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
pc4sg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
po2lc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
re2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ri4tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
sh4ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
si3tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
sl4gg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
sm2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
so3tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
te1tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ti1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tl1pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tl4sg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
to1ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ts,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsa,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsaab,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsaar,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsac,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsad,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsada,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsadc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsadf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsadn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsadt,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsaf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsafl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsaho,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsal,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsanf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsapl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsj,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjab,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjbd,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjbg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjbi,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjd,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjdn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjeb,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjec,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjer,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjfl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjgn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjho,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjnf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjpl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjpu,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tsjse,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tst,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tstab,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tstf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tstgn,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tstnf,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
tstpl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ua4hs,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ur2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ur3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
us2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vi,50,1,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vibin,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vidow,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vigen,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
viint,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vinew,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
vizzz,50,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wa2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wa2ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wa4tg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wb3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
we4pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wl3bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wo2bg,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ws3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wt2pl,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
wt3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
xa3ug,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
y0603,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
y0604,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ycatd,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
yccct,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
ycmus,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
yplay,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
yrbc,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
yucin,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
yxavu,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
zzzzz,1,0,Main Library,800 Vine Street,"Cincinnati, Ohio 45202-2009"
mm,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mma,23,1,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaab,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaar,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmac,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmacy,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmad,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmada,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmadc,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmadf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmadn,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmadt,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmafl,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaho,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmal,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmamg,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmanf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaoo,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmapb,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmapl,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmar,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmard,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmarf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmaro,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmase,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmav,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmj,23,1,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjab,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjbd,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjbg,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjbi,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjc,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjd,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjdn,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjeb,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjec,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjer,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjfl,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjgn,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjho,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjmg,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjnf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjoo,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjpl,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjpu,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjr,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjse,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmjv,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmt,23,1,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtab,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtgn,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtmg,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtnf,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtoo,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmtpl,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mmzzz,23,0,Mariemont Branch,3810 Pocahontas Ave.,"Cincinnati, Ohio 45227"
mn,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mna,24,1,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnaab,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnaar,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnac,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnacy,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnad,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnada,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnadc,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnadf,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnadn,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnadt,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
mnaf,24,0,Miami Township Branch,8 North Miami Ave.,"Cleves, Ohio 45002"
